Timestamp,Record number,Average Water Speed,Average Water Direction,Chlorophyll,Chlorophyll [quality],Temperature,Temperature [quality],Dissolved Oxygen,Dissolved Oxygen [quality],Dissolved Oxygen (%Saturation),Dissolved Oxygen (%Saturation) [quality],pH,pH [quality],Salinity,Salinity [quality],Specific Conductance,Specific Conductance [quality],Turbidity,Turbidity [quality]
2023-11-18 02:30:00,6613,30.732,343.328,1.679,1020.0,24.664,1020.0,6.164,1020.0,,,8.038,1020.0,35.833,1020.0,54.175,1020.0,,
2023-11-18 03:00:00,6614,10.703,277.998,1.832,1020.0,24.612,1020.0,6.131,1020.0,,,8.036,1020.0,35.836,1020.0,54.178,1020.0,4.716,1020.0
2023-11-18 03:30:00,6615,17.32,284.024,1.895,1020.0,24.54,1020.0,6.083,1020.0,,,8.031,1020.0,35.854,1020.0,54.2,1020.0,,
2023-11-18 04:00:00,6616,56.253,282.947,1.654,1020.0,24.498,1020.0,6.077,1020.0,,,8.031,1020.0,35.855,1020.0,54.2,1020.0,,
2023-11-18 04:30:00,6617,24.908,314.899,2.023,1020.0,24.471,1020.0,6.082,1020.0,,,8.031,1020.0,35.852,1020.0,54.195,1020.0,,
2023-11-18 05:00:00,6618,,312.04,1.715,1020.0,24.472,1020.0,6.026,1020.0,,,8.025,1020.0,35.846,1020.0,54.187,1020.0,,
2023-11-18 05:30:00,6619,58.455,295.907,1.235,1020.0,24.456,1020.0,,,,,8.014,1020.0,35.846,1020.0,54.186,1020.0,,
2023-11-18 06:00:00,6620,26.226,21.042,1.406,1020.0,24.427,1020.0,6.045,1020.0,,,8.026,1020.0,35.84,1020.0,54.178,1020.0,,
2023-11-18 06:30:00,6621,60.102,9.31,1.364,1020.0,24.389,1020.0,6.119,1020.0,,,8.031,1020.0,35.862,1020.0,54.206,1020.0,,
2023-11-18 07:00:00,6622,20.686,309.496,1.496,1020.0,24.382,1020.0,6.078,1020.0,,,8.026,1020.0,35.858,1020.0,54.201,1020.0,,
2023-11-18 07:30:00,6623,51.104,306.072,1.275,1020.0,24.365,1020.0,6.116,1020.0,,,8.029,1020.0,35.846,1020.0,54.184,1020.0,,
2023-11-18 08:00:00,6624,34.0,6.312,2.106,1020.0,24.396,1020.0,6.262,1020.0,,,8.032,1020.0,35.831,1020.0,54.164,1020.0,,
2023-11-18 08:30:00,6625,22.566,315.677,2.033,1020.0,24.457,1020.0,6.345,1020.0,93.273,1020.0,8.03,1020.0,35.864,1020.0,54.211,1020.0,,
2023-11-18 09:00:00,6626,30.193,351.242,1.827,1020.0,24.62,1020.0,6.515,1020.0,96.04,1020.0,8.029,1020.0,35.876,1020.0,54.232,1020.0,,
2023-11-18 09:30:00,6627,5.683,209.287,2.379,1020.0,24.451,1020.0,6.466,1020.0,95.031,1020.0,8.019,1020.0,35.834,1020.0,54.17,1020.0,,
2023-11-18 09:30:00,6628,5.683,209.287,2.379,1020.0,24.451,1020.0,6.466,1020.0,95.031,1020.0,8.019,1020.0,35.834,1020.0,54.17,1020.0,,
2023-11-18 10:00:00,6629,6.045,63.335,2.282,1020.0,24.622,1020.0,6.641,1020.0,97.923,1020.0,8.031,1020.0,35.879,1020.0,54.235,1020.0,,
2023-11-18 10:30:00,6630,3.742,126.034,1.968,1020.0,24.857,1020.0,6.745,1020.0,99.847,1020.0,8.042,1020.0,35.881,1020.0,54.246,1020.0,2.793,1020.0
2023-11-18 11:00:00,6631,5.739,226.958,2.529,1020.0,24.817,1020.0,6.867,1020.0,101.58,1020.0,8.045,1020.0,35.875,1020.0,54.236,1020.0,,
2023-11-18 11:30:00,6632,7.315,98.463,2.541,1020.0,24.904,1020.0,6.982,1020.0,103.455,1020.0,8.047,1020.0,35.909,1020.0,54.284,1020.0,3.684,1020.0
2023-11-18 12:00:00,6633,2.112,121.725,2.136,1020.0,24.875,1020.0,6.957,1020.0,103.043,1020.0,8.048,1020.0,35.921,1020.0,54.299,1020.0,,
2023-11-18 12:30:00,6634,4.814,162.238,2.902,1020.0,24.881,1020.0,7.103,1020.0,105.201,1020.0,8.056,1020.0,35.914,1020.0,54.291,1020.0,3.076,1020.0
2023-11-18 13:00:00,6635,9.216,121.665,2.496,1020.0,24.925,1020.0,7.122,1020.0,105.566,1020.0,8.057,1020.0,35.913,1020.0,54.29,1020.0,,
2023-11-18 13:30:00,6636,4.161,165.845,2.973,1020.0,24.944,1020.0,7.22,1020.0,107.082,1020.0,8.062,1020.0,35.948,1020.0,54.338,1020.0,,
2023-11-18 14:00:00,6637,2.108,129.682,3.289,1020.0,24.946,1020.0,7.3,1020.0,108.275,1020.0,8.064,1020.0,35.941,1020.0,54.329,1020.0,4.545,1020.0
2023-11-18 14:30:00,6638,6.348,135.119,2.682,1020.0,25.001,1020.0,7.351,1020.0,109.116,1020.0,8.068,1020.0,35.933,1020.0,54.32,1020.0,,
2023-11-18 15:00:00,6639,7.906,116.153,2.586,1020.0,25.031,1020.0,7.369,1020.0,109.457,1020.0,8.065,1020.0,35.961,1020.0,54.358,1020.0,5.348,1020.0
2023-11-18 15:30:00,6640,4.083,155.544,3.536,1020.0,25.08,1020.0,7.521,1020.0,111.807,1020.0,8.074,1020.0,35.953,1020.0,54.349,1020.0,,
2023-11-18 16:00:00,6641,5.893,99.706,3.164,1020.0,25.076,1020.0,7.543,1020.0,,,8.075,1020.0,35.951,1020.0,54.346,1020.0,,
2023-11-18 16:30:00,6642,7.986,71.008,3.916,1020.0,25.049,1020.0,7.527,1020.0,111.828,1020.0,8.076,1020.0,35.952,1020.0,54.346,1020.0,,
2023-11-18 17:00:00,6643,6.077,143.059,3.121,1020.0,25.044,1020.0,7.525,1020.0,111.794,1020.0,8.07,1020.0,35.961,1020.0,54.359,1020.0,,
2023-11-18 17:30:00,6644,3.364,120.068,3.627,1020.0,25.014,1020.0,7.29,1020.0,108.279,1020.0,8.058,1020.0,35.985,1020.0,54.389,1020.0,,
2023-11-18 18:00:00,6645,1.707,256.638,2.696,1020.0,24.995,1020.0,7.061,1020.0,104.823,1020.0,8.057,1020.0,35.977,1020.0,54.379,1020.0,,
2023-11-18 18:30:00,6646,0.604,227.135,1.697,1020.0,24.936,1020.0,6.555,1020.0,97.219,1020.0,8.024,1020.0,35.972,1020.0,54.371,1020.0,,
2023-11-18 19:00:00,6647,6.121,202.189,6.032,1020.0,24.871,1020.0,6.871,1020.0,101.771,1020.0,8.068,1020.0,35.949,1020.0,54.337,1020.0,,
2023-11-18 19:30:00,6648,8.151,43.647,2.428,1020.0,24.853,1020.0,6.797,1020.0,100.645,1020.0,8.042,1020.0,35.943,1020.0,54.329,1020.0,,
2023-11-18 20:00:00,6649,5.198,196.205,2.968,1020.0,24.826,1020.0,6.931,1020.0,102.582,1020.0,8.053,1020.0,35.947,1020.0,54.333,1020.0,,
2023-11-18 20:30:00,6650,3.413,10.0,2.215,1020.0,24.776,1020.0,6.757,1020.0,99.926,1020.0,8.039,1020.0,35.946,1020.0,54.33,1020.0,,
2023-11-18 21:00:00,6651,5.038,298.933,2.573,1020.0,24.746,1020.0,7.005,1020.0,103.544,1020.0,8.051,1020.0,35.948,1020.0,54.332,1020.0,,
2023-11-18 21:30:00,6652,0.424,319.564,2.755,1020.0,24.664,1020.0,6.847,1020.0,101.06,1020.0,8.047,1020.0,35.948,1020.0,54.33,1020.0,,
2023-11-18 22:00:00,6653,2.599,90.23,2.711,1020.0,24.546,1020.0,6.745,1020.0,99.356,1020.0,8.047,1020.0,35.942,1020.0,54.319,1020.0,,
2023-11-18 22:30:00,6654,0.826,306.322,3.164,1020.0,24.409,1020.0,6.661,1020.0,97.908,1020.0,8.04,1020.0,35.959,1020.0,54.336,1020.0,,
2023-11-18 23:00:00,6655,4.684,88.729,3.28,1020.0,24.282,1020.0,6.784,1020.0,99.493,1020.0,8.048,1020.0,35.965,1020.0,54.341,1020.0,,
2023-11-18 23:30:00,6656,6.493,276.587,1.99,1020.0,24.199,1020.0,6.503,1020.0,95.255,1020.0,8.036,1020.0,35.987,1020.0,54.369,1020.0,,
2023-11-19 00:00:00,6657,5.159,0.945,2.506,1020.0,24.262,1020.0,6.597,1020.0,96.728,1020.0,8.044,1020.0,35.986,1020.0,54.369,1020.0,,
2023-11-19 00:30:00,6658,1.49,250.117,3.187,1020.0,24.264,1020.0,6.333,1020.0,92.855,1020.0,8.033,1020.0,35.97,1020.0,54.347,1020.0,,
2023-11-19 01:00:00,6659,13.715,181.979,1.756,1020.0,24.242,1020.0,6.073,1020.0,,,8.015,1020.0,35.961,1020.0,54.336,1020.0,,
2023-11-19 01:30:00,6660,7.275,221.39,1.478,1020.0,24.244,1020.0,6.338,1020.0,92.891,1020.0,8.029,1020.0,35.965,1020.0,54.341,1020.0,,
2023-11-19 02:00:00,6661,21.094,195.574,1.521,1020.0,24.231,1020.0,,,,,8.015,1020.0,35.985,1020.0,54.367,1020.0,,
2023-11-19 02:30:00,6662,51.848,251.525,1.665,1020.0,24.234,1020.0,,,,,7.986,1020.0,35.959,1020.0,54.331,1020.0,,
2023-11-19 03:00:00,6663,42.65,216.796,0.989,1020.0,24.216,1020.0,6.102,1020.0,,,8.018,1020.0,35.921,1020.0,54.281,1020.0,,
2023-11-19 03:30:00,6664,38.469,198.262,1.54,1020.0,24.202,1020.0,,,,,8.019,1020.0,35.894,1020.0,54.245,1020.0,,
2023-11-19 04:00:00,6665,41.244,205.716,1.128,1020.0,24.179,1020.0,6.119,1020.0,,,8.017,1020.0,35.855,1020.0,54.19,1020.0,,
2023-11-19 04:30:00,6666,14.284,173.819,1.789,1020.0,24.157,1020.0,6.213,1020.0,,,8.024,1020.0,35.93,1020.0,54.291,1020.0,,
2023-11-19 05:00:00,6667,40.624,133.258,0.833,1020.0,24.113,1020.0,,,,,8.007,1020.0,35.87,1020.0,54.209,1020.0,,
2023-11-19 05:30:00,6668,35.081,197.283,0.854,1020.0,24.111,1020.0,,,,,7.995,1020.0,35.827,1020.0,54.151,1020.0,,
2023-11-19 06:00:00,6669,12.304,177.384,1.401,1020.0,24.096,1020.0,,,,,7.989,1020.0,35.903,1020.0,54.253,1020.0,,
2023-11-19 06:30:00,6670,13.432,178.637,0.718,1020.0,24.084,1020.0,,,,,7.952,1020.0,35.879,1020.0,54.221,1020.0,,
2023-11-19 07:00:00,6671,55.04,169.615,2.567,1020.0,24.141,1020.0,6.042,1020.0,,,8.03,1020.0,35.924,1020.0,54.283,1020.0,,
2023-11-19 07:30:00,6672,48.578,170.139,2.524,1020.0,24.16,1020.0,,,,,8.014,1020.0,35.922,1020.0,54.281,1020.0,,
2023-11-19 08:00:00,6673,68.527,134.03,2.379,1020.0,24.21,1020.0,6.107,1020.0,,,8.019,1020.0,35.908,1020.0,54.263,1020.0,,
2023-11-19 08:30:00,6674,57.631,51.109,1.286,1020.0,24.284,1020.0,6.425,1020.0,94.195,1020.0,8.034,1020.0,35.897,1020.0,54.25,1020.0,,
2023-11-19 09:00:00,6675,77.735,23.31,0.86,1020.0,24.362,1020.0,6.443,1020.0,94.605,1020.0,8.027,1020.0,35.935,1020.0,54.303,1020.0,,
2023-11-19 09:30:00,6676,14.549,314.115,1.484,1020.0,24.534,1020.0,6.59,1020.0,96.992,1020.0,8.035,1020.0,35.835,1020.0,54.174,1020.0,,
2023-11-19 09:30:00,6677,14.549,314.115,1.484,1020.0,24.534,1020.0,6.59,1020.0,96.992,1020.0,8.035,1020.0,35.835,1020.0,54.174,1020.0,,
2023-11-19 10:00:00,6678,48.35,192.663,2.201,1020.0,24.617,1020.0,6.778,1020.0,99.896,1020.0,8.041,1020.0,35.833,1020.0,54.173,1020.0,,
2023-11-19 10:30:00,6679,23.394,183.577,2.636,1020.0,24.657,1020.0,6.704,1020.0,98.854,1020.0,8.037,1020.0,35.805,1020.0,54.137,1020.0,,
2023-11-19 11:00:00,6680,25.955,144.529,2.618,1020.0,24.631,1020.0,6.732,1020.0,99.295,1020.0,8.045,1020.0,35.94,1020.0,54.318,1020.0,,
2023-11-19 11:30:00,6681,7.18,211.594,1.767,1020.0,24.791,1020.0,6.958,1020.0,102.908,1020.0,8.046,1020.0,35.921,1020.0,54.298,1020.0,,
2023-11-19 12:00:00,6682,9.422,145.725,2.146,1020.0,24.978,1020.0,6.955,1020.0,103.128,1020.0,8.045,1020.0,35.811,1020.0,54.155,1020.0,,
2023-11-19 12:30:00,6683,7.314,201.857,3.426,1020.0,24.938,1020.0,6.813,1020.0,100.984,1020.0,8.053,1020.0,35.872,1020.0,54.236,1020.0,,
2023-11-19 13:00:00,6684,8.167,233.365,2.572,1020.0,25.029,1020.0,6.973,1020.0,103.576,1020.0,8.047,1020.0,35.97,1020.0,54.37,1020.0,,
2023-11-19 13:30:00,6685,9.713,56.194,3.073,1020.0,25.158,1020.0,6.975,1020.0,103.786,1020.0,8.053,1020.0,35.878,1020.0,54.251,1020.0,,
2023-11-19 14:00:00,6686,6.938,130.897,2.478,1020.0,25.252,1020.0,6.999,1020.0,104.319,1020.0,8.046,1020.0,35.923,1020.0,54.314,1020.0,,
2023-11-19 14:30:00,6687,9.046,198.575,1.957,1020.0,25.252,1020.0,7.044,1020.0,104.97,1020.0,8.065,1020.0,35.878,1020.0,54.254,1020.0,,
2023-11-19 15:00:00,6688,12.676,25.578,3.22,1020.0,25.355,1020.0,7.335,1020.0,109.513,1020.0,8.064,1020.0,35.897,1020.0,54.282,1020.0,,
2023-11-19 15:30:00,6689,9.662,129.49,4.246,1020.0,25.389,1020.0,7.735,1020.0,,,8.082,1020.0,35.876,1020.0,54.255,1020.0,,
2023-11-19 16:00:00,6690,3.695,206.371,3.155,1020.0,25.458,1020.0,7.48,1020.0,111.899,1020.0,8.077,1020.0,35.943,1020.0,54.348,1020.0,,
2023-11-19 16:30:00,6691,10.369,267.083,3.641,1020.0,25.541,1020.0,7.524,1020.0,,,8.065,1020.0,35.921,1020.0,54.321,1020.0,,
2023-11-19 17:00:00,6692,11.756,152.802,2.967,1020.0,25.521,1020.0,7.398,1020.0,110.822,1020.0,8.069,1020.0,35.984,1020.0,54.404,1020.0,,
2023-11-19 17:30:00,6693,27.336,302.169,2.975,1020.0,25.456,1020.0,7.32,1020.0,109.57,1020.0,8.055,1020.0,,,54.503,1020.0,,
2023-11-19 18:00:00,6694,5.169,154.185,2.424,1020.0,25.442,1020.0,7.234,1020.0,108.262,1020.0,8.063,1020.0,,,54.511,1020.0,,
2023-11-19 18:30:00,6695,17.794,248.22,2.814,1020.0,25.416,1020.0,7.041,1020.0,105.334,1020.0,8.043,1020.0,,,54.53,1020.0,,
2023-11-19 19:00:00,6696,8.198,243.53,3.718,1020.0,25.332,1020.0,6.963,1020.0,103.962,1020.0,8.059,1020.0,35.968,1020.0,54.377,1020.0,,
2023-11-19 19:30:00,6697,6.209,34.106,2.6,1020.0,25.3,1020.0,6.824,1020.0,101.886,1020.0,8.039,1020.0,,,54.516,1020.0,,
2023-11-19 20:00:00,6698,26.01,18.035,5.606,1020.0,25.16,1020.0,6.997,1020.0,104.207,1020.0,8.061,1020.0,,,54.471,1020.0,,
2023-11-19 20:30:00,6699,16.045,24.249,3.345,1020.0,25.147,1020.0,6.756,1020.0,100.582,1020.0,8.049,1020.0,,,54.422,1020.0,,
2023-11-19 21:00:00,6700,20.567,216.32,2.134,1020.0,25.099,1020.0,6.76,1020.0,100.573,1020.0,8.037,1020.0,,,54.464,1020.0,,
2023-11-19 21:30:00,6701,15.952,59.575,2.111,1020.0,25.018,1020.0,6.356,1020.0,94.4,1020.0,8.041,1020.0,35.966,1020.0,54.364,1020.0,,
2023-11-19 22:00:00,6702,27.983,175.686,1.992,1020.0,24.956,1020.0,6.153,1020.0,,,8.008,1020.0,35.926,1020.0,54.308,1020.0,,
2023-11-19 22:30:00,6703,19.084,213.448,3.404,1020.0,24.875,1020.0,6.196,1020.0,,,8.026,1020.0,35.954,1020.0,54.345,1020.0,,
2023-11-19 23:00:00,6704,1.685,263.687,5.357,1020.0,24.891,1020.0,6.405,1020.0,94.959,1020.0,8.035,1020.0,,,54.487,1020.0,,
2023-11-19 23:30:00,6705,20.945,163.559,4.763,1020.0,25.062,1020.0,6.32,1020.0,94.043,1020.0,8.018,1020.0,,,54.643,1020.0,,
2023-11-20 00:00:00,6706,23.764,228.968,4.753,1020.0,24.982,1020.0,6.608,1020.0,98.158,1020.0,8.042,1020.0,,,54.575,1020.0,,
2023-11-20 00:30:00,6707,7.099,210.512,3.204,1020.0,24.946,1020.0,6.589,1020.0,97.823,1020.0,8.035,1020.0,,,54.576,1020.0,,
2023-11-20 01:00:00,6708,18.052,340.845,2.773,1020.0,24.834,1020.0,6.438,1020.0,95.373,1020.0,8.028,1020.0,,,54.494,1020.0,,
2023-11-20 01:30:00,6709,10.743,226.527,3.793,1020.0,24.794,1020.0,6.535,1020.0,96.647,1020.0,8.039,1020.0,35.914,1020.0,54.288,1020.0,,
2023-11-20 02:00:00,6710,3.77,264.76,3.578,1020.0,24.784,1020.0,,,,,8.024,1020.0,,,54.481,1020.0,,
2023-11-20 02:30:00,6711,6.233,76.732,1.701,1020.0,24.759,1020.0,6.079,1020.0,,,8.007,1020.0,,,54.476,1020.0,,
2023-11-20 03:00:00,6712,11.095,116.309,1.747,1020.0,24.798,1020.0,,,,,7.996,1020.0,,,54.555,1020.0,,
2023-11-20 03:30:00,6713,8.6,278.918,1.6,1020.0,24.791,1020.0,6.154,1020.0,,,8.019,1020.0,,,54.51,1020.0,,
2023-11-20 04:00:00,6714,58.52,318.016,1.976,1020.0,24.698,1020.0,6.041,1020.0,,,7.996,1020.0,35.883,1020.0,54.244,1020.0,,
2023-11-20 04:30:00,6715,29.592,344.382,2.152,1020.0,24.704,1020.0,,,,,8.001,1020.0,,,54.486,1020.0,,
2023-11-20 05:00:00,6716,13.475,214.697,3.23,1020.0,24.667,1020.0,,,,,7.996,1020.0,35.971,1020.0,54.361,1020.0,,
2023-11-20 05:30:00,6717,34.983,256.446,1.99,1020.0,24.623,1020.0,,,,,7.993,1020.0,35.884,1020.0,54.242,1020.0,,
2023-11-20 06:00:00,6718,59.456,220.737,2.157,1020.0,24.59,1020.0,,,,,7.979,1020.0,35.875,1020.0,54.229,1020.0,,
2023-11-20 06:30:00,6719,18.779,272.056,2.316,1020.0,24.64,1020.0,,,,,7.988,1020.0,35.887,1020.0,54.246,1020.0,,
2023-11-20 07:00:00,6720,5.295,46.848,1.384,1020.0,24.686,1020.0,,,,,7.973,1020.0,35.905,1020.0,54.272,1020.0,,
2023-11-20 07:30:00,6721,16.979,337.995,3.39,1020.0,24.701,1020.0,,,,,7.994,1020.0,35.909,1020.0,54.278,1020.0,,
2023-11-20 08:00:00,6722,19.316,152.342,1.454,1020.0,24.708,1020.0,,,,,7.994,1020.0,35.975,1020.0,54.368,1020.0,,
2023-11-20 08:30:00,6723,34.564,276.876,2.468,1020.0,24.718,1020.0,,,,,7.992,1020.0,35.956,1020.0,54.341,1020.0,,
2023-11-20 09:00:00,6724,51.146,276.654,2.251,1020.0,24.726,1020.0,6.081,1020.0,,,7.992,1020.0,35.976,1020.0,54.37,1020.0,,
2023-11-20 09:30:00,6725,9.757,104.538,3.532,1020.0,24.73,1020.0,6.052,1020.0,,,8.01,1020.0,35.907,1020.0,54.276,1020.0,,
2023-11-20 09:30:00,6726,9.757,104.538,3.532,1020.0,24.73,1020.0,6.052,1020.0,,,8.01,1020.0,35.907,1020.0,54.276,1020.0,,
2023-11-20 10:00:00,6727,22.622,206.136,2.655,1020.0,24.651,1020.0,6.016,1020.0,,,8.006,1020.0,35.921,1020.0,54.294,1020.0,,
2023-11-20 10:30:00,6728,33.727,248.115,4.753,1020.0,24.656,1020.0,6.198,1020.0,,,8.012,1020.0,35.907,1020.0,54.275,1020.0,,
2023-11-20 11:00:00,6729,55.324,317.607,4.316,1020.0,24.579,1020.0,6.319,1020.0,93.121,1020.0,8.013,1020.0,35.915,1020.0,54.282,1020.0,,
2023-11-20 11:30:00,6730,29.083,205.17,4.054,1020.0,24.481,1020.0,6.572,1020.0,96.686,1020.0,8.027,1020.0,35.911,1020.0,54.274,1020.0,,
2023-11-20 12:00:00,6731,68.134,188.5,7.069,1020.0,24.442,1020.0,6.84,1020.0,100.529,1020.0,8.05,1020.0,35.857,1020.0,54.201,1020.0,,
2023-11-20 12:30:00,6732,54.096,180.954,6.129,1020.0,24.482,1020.0,6.781,1020.0,99.731,1020.0,8.051,1020.0,35.88,1020.0,54.233,1020.0,,
2023-11-20 13:00:00,6733,17.356,245.975,6.399,1020.0,24.466,1020.0,6.827,1020.0,100.405,1020.0,8.051,1020.0,35.9,1020.0,54.26,1020.0,,
2023-11-20 13:30:00,6734,33.755,229.728,6.075,1020.0,24.477,1020.0,6.598,1020.0,97.116,1020.0,8.037,1020.0,,,54.428,1020.0,,
2023-11-20 14:00:00,6735,6.53,302.013,4.985,1020.0,24.416,1020.0,6.754,1020.0,99.378,1020.0,8.045,1020.0,,,54.577,1020.0,,
2023-11-20 14:30:00,6736,22.224,238.62,2.932,1020.0,24.42,1020.0,6.49,1020.0,95.417,1020.0,8.032,1020.0,35.968,1020.0,54.349,1020.0,,
2023-11-20 15:00:00,6737,32.532,238.63,2.923,1020.0,24.402,1020.0,6.39,1020.0,94.004,1020.0,8.02,1020.0,,,54.582,1020.0,,
2023-11-20 15:30:00,6738,3.944,172.13,3.109,1020.0,24.438,1020.0,6.37,1020.0,93.757,1020.0,8.034,1020.0,,,54.577,1020.0,,
2023-11-20 16:00:00,6739,64.573,296.244,1.843,1020.0,24.395,1020.0,,,,,7.997,1020.0,,,54.531,1020.0,,
2023-11-20 16:30:00,6740,5.794,64.277,2.276,1020.0,24.397,1020.0,,,,,7.99,1020.0,,,54.622,1020.0,,
2023-11-20 17:00:00,6741,21.621,190.99,3.019,1020.0,24.371,1020.0,,,,,7.981,1020.0,,,54.62,1020.0,,
2023-11-20 17:30:00,6742,25.296,272.417,3.81,1020.0,24.35,1020.0,,,,,7.986,1020.0,,,54.619,1020.0,,
2023-11-20 18:00:00,6743,14.214,275.693,5.278,1020.0,24.275,1020.0,6.133,1020.0,,,8.01,1020.0,,,54.527,1020.0,,
2023-11-20 18:30:00,6744,24.094,267.348,2.808,1020.0,24.275,1020.0,,,,,7.999,1020.0,,,54.617,1020.0,,
2023-11-20 19:00:00,6745,15.916,232.543,2.87,1020.0,24.291,1020.0,,,,,7.978,1020.0,,,54.568,1020.0,,
2023-11-20 19:30:00,6746,59.507,241.089,3.79,1020.0,24.252,1020.0,,,,,7.997,1020.0,35.94,1020.0,54.308,1020.0,,
2023-11-20 20:00:00,6747,16.035,349.984,2.548,1020.0,24.23,1020.0,,,,,7.981,1020.0,35.997,1020.0,54.383,1020.0,,
2023-11-20 20:30:00,6748,6.833,333.958,2.743,1020.0,24.27,1020.0,,,,,7.987,1020.0,,,54.669,1020.0,,
2023-11-20 21:00:00,6749,50.594,288.714,3.628,1020.0,24.181,1020.0,,,,,7.967,1020.0,,,54.569,1020.0,,
2023-11-20 21:30:00,6750,9.524,255.732,2.257,1020.0,24.22,1020.0,,,,,7.97,1020.0,35.8,1020.0,54.119,1020.0,,
2023-11-20 22:00:00,6751,61.024,291.701,0.923,1020.0,24.2,1020.0,,,,,7.964,1020.0,35.882,1020.0,54.227,1020.0,,
2023-11-20 22:30:00,6752,16.193,41.911,0.702,1020.0,24.172,1020.0,,,,,7.963,1020.0,35.836,1020.0,54.166,1020.0,,
2023-11-20 23:00:00,6753,82.982,296.927,0.734,1020.0,24.204,1020.0,,,,,7.957,1020.0,,,54.518,1020.0,,
2023-11-20 23:30:00,6754,,322.884,0.801,1020.0,24.217,1020.0,,,,,,,35.835,1020.0,54.165,1020.0,,
2023-11-21 00:00:00,6755,26.025,116.52,0.562,1020.0,24.117,1020.0,,,,,7.942,1020.0,35.953,1020.0,54.321,1020.0,,
2023-11-21 00:30:00,6756,,56.474,0.782,1020.0,24.147,1020.0,,,,,7.964,1020.0,,,54.501,1020.0,,
2023-11-21 01:00:00,6757,41.351,143.459,0.846,1020.0,23.909,1020.0,,,,,7.951,1020.0,35.752,1020.0,54.045,1020.0,,
2023-11-21 01:30:00,6758,19.842,127.421,2.159,1020.0,24.012,1020.0,,,,,7.998,1020.0,35.811,1020.0,54.128,1020.0,,
2023-11-21 02:00:00,6759,55.319,90.061,3.064,1020.0,24.016,1020.0,6.111,1020.0,,,8.011,1020.0,35.792,1020.0,54.102,1020.0,,
2023-11-21 02:30:00,6760,14.573,229.973,2.589,1020.0,23.957,1020.0,6.106,1020.0,,,8.008,1020.0,35.628,1020.0,53.881,1020.0,,
2023-11-21 03:00:00,6761,19.955,104.332,2.692,1020.0,23.775,1020.0,,,,,8.015,1020.0,34.755,1020.0,52.701,1020.0,,
2023-11-21 03:30:00,6762,25.711,182.699,2.682,1020.0,23.732,1020.0,,,,,8.004,1020.0,35.071,1020.0,53.125,1020.0,,
2023-11-21 04:00:00,6763,16.897,97.318,1.683,1020.0,23.878,1020.0,6.118,1020.0,,,8.017,1020.0,35.505,1020.0,53.712,1020.0,,
2023-11-21 04:30:00,6764,10.439,61.504,3.471,1020.0,23.764,1020.0,6.284,1020.0,,,8.045,1020.0,35.427,1020.0,53.605,1020.0,,
2023-11-21 05:00:00,6765,42.591,286.729,0.573,1020.0,23.727,1020.0,,,,,8.011,1020.0,35.188,1020.0,53.283,1020.0,,
2023-11-21 05:30:00,6766,18.357,107.151,0.939,1020.0,23.705,1020.0,,,,,8.016,1020.0,35.219,1020.0,53.324,1020.0,,
2023-11-21 06:00:00,6767,47.521,267.167,0.549,1020.0,23.714,1020.0,,,,,8.001,1020.0,35.123,1020.0,53.195,1020.0,,
2023-11-21 06:30:00,6768,25.431,243.536,0.308,1020.0,23.729,1020.0,,,,,7.966,1020.0,35.506,1020.0,53.71,1020.0,,
2023-11-21 07:00:00,6769,48.107,256.121,0.116,1020.0,23.748,1020.0,,,,,7.924,1020.0,35.479,1020.0,53.675,1020.0,,
2023-11-21 07:30:00,6770,41.402,280.162,,,23.796,1020.0,,,,,7.953,1020.0,35.313,1020.0,53.453,1020.0,,
2023-11-21 08:00:00,6771,23.575,262.445,,,23.828,1020.0,,,,,7.956,1020.0,35.412,1020.0,53.587,1020.0,,
2023-11-21 08:30:00,6772,41.869,280.252,,,23.849,1020.0,,,,,7.957,1020.0,35.562,1020.0,53.789,1020.0,,
2023-11-21 09:00:00,6773,12.286,146.172,,,23.856,1020.0,,,,,7.971,1020.0,35.494,1020.0,53.698,1020.0,,
2023-11-21 09:30:00,6774,8.426,276.862,0.156,1020.0,23.889,1020.0,,,,,7.954,1020.0,35.329,1020.0,53.477,1020.0,,
2023-11-21 09:30:00,6775,8.426,276.862,0.156,1020.0,23.889,1020.0,,,,,7.954,1020.0,35.329,1020.0,53.477,1020.0,,
2023-11-21 10:00:00,6776,19.197,65.334,0.425,1020.0,23.94,1020.0,,,,,8.021,1020.0,35.303,1020.0,53.443,1020.0,,
2023-11-21 10:30:00,6777,19.218,304.215,1.872,1020.0,24.003,1020.0,6.406,1020.0,93.059,1020.0,8.052,1020.0,35.153,1020.0,53.243,1020.0,,
2023-11-21 11:00:00,6778,15.154,120.307,1.502,1020.0,24.032,1020.0,6.77,1020.0,98.048,1020.0,8.053,1020.0,34.539,1020.0,52.416,1020.0,,
2023-11-21 11:30:00,6779,68.388,317.867,2.381,1020.0,24.133,1020.0,6.994,1020.0,101.659,1020.0,8.054,1020.0,34.852,1020.0,52.841,1020.0,,
2023-11-21 12:00:00,6780,44.945,81.387,1.899,1020.0,24.459,1020.0,6.383,1020.0,93.597,1020.0,8.017,1020.0,35.407,1020.0,53.597,1020.0,,
